timestamp,open,high,low,close,volume,notional,datetime
1728209940000,62030.1,62030.1,62020.1,62020.1,2.878,178502.3358,2024-10-06 10:19:00
1728210000000,62020.1,62020.2,62008.0,62008.0,8.328,516430.3252,2024-10-06 10:20:00
1728210060000,62008.0,62008.3,61997.1,61997.1,25.659,1590959.0372,2024-10-06 10:21:00
1728210120000,61997.1,61997.1,61996.0,61996.0,37.561,2328634.9307,2024-10-06 10:22:00
1728210180000,61996.0,61997.3,61996.0,61997.3,67.727,4198835.232,2024-10-06 10:23:00
1728210240000,61997.3,62000.0,61997.0,61999.9,46.239,2866704.521,2024-10-06 10:24:00
1728210300000,61999.9,62000.0,61997.0,61997.3,31.993,1983513.9977,2024-10-06 10:25:00
1728210360000,61997.3,62004.9,61997.2,62004.8,23.968,1485994.751,2024-10-06 10:26:00
1728210420000,62004.8,62016.2,62004.8,62015.9,6.969,432161.8596,2024-10-06 10:27:00
1728210480000,62015.9,62016.0,62014.0,62014.2,14.139,876823.6126,2024-10-06 10:28:00
1728210540000,62014.2,62014.3,62008.6,62008.7,4.461,276626.3666,2024-10-06 10:29:00
1728210600000,62008.7,62008.7,61998.0,61998.0,9.946,616645.9382,2024-10-06 10:30:00
1728210660000,61998.0,61999.2,61998.0,61998.1,22.446,1391611.7302,2024-10-06 10:31:00
1728210720000,61998.1,61998.1,61998.0,61998.1,22.664,1405124.7342,2024-10-06 10:32:00
1728210780000,61998.1,61998.1,61998.0,61998.1,10.71,663999.1831,2024-10-06 10:33:00
1728210840000,61998.1,61998.1,61998.0,61998.0,5.469,339067.2914,2024-10-06 10:34:00
1728210900000,61998.0,61998.1,61998.0,61998.0,5.76,357108.6091,2024-10-06 10:35:00
1728210960000,61998.0,61998.1,61998.0,61998.1,8.01,496604.1084,2024-10-06 10:36:00
1728211020000,61998.1,62000.0,61998.0,61998.1,18.217,1129421.3357,2024-10-06 10:37:00
1728211080000,61998.1,61998.1,61997.0,61997.0,10.356,642050.1523,2024-10-06 10:38:00
1728211140000,61997.0,61997.0,61987.0,61987.1,12.57,779182.6112,2024-10-06 10:39:00
1728211200000,61987.1,61987.8,61986.5,61986.8,38.392,2379808.2551,2024-10-06 10:40:00
1728211260000,61986.8,61987.0,61985.0,61985.3,60.59,3755693.7537,2024-10-06 10:41:00
1728211320000,61985.3,61986.0,61984.5,61984.5,41.101,2547657.3455,2024-10-06 10:42:00
1728211380000,61984.5,61984.5,61984.1,61984.1,85.165,5278884.1568,2024-10-06 10:43:00
1728211440000,61984.1,61984.4,61984.1,61984.1,52.8,3272770.8754,2024-10-06 10:44:00
1728211500000,61984.1,61984.4,61984.1,61984.1,11.51,713439.6,2024-10-06 10:45:00
1728211560000,61984.1,61993.7,61984.1,61993.4,22.229,1377932.481,2024-10-06 10:46:00
1728211620000,61993.4,62002.2,61993.4,62001.5,37.045,2296812.3686,2024-10-06 10:47:00
1728211680000,62001.5,62015.6,62001.5,62015.6,37.436,2321316.3866,2024-10-06 10:48:00
1728211740000,62015.6,62015.7,61990.6,61990.6,26.39,1636096.0394,2024-10-06 10:49:00
1728211800000,61990.6,62000.0,61990.2,62000.0,23.198,1438100.5891,2024-10-06 10:50:00
1728211860000,62000.0,62004.6,61999.9,62004.1,12.493,774604.644,2024-10-06 10:51:00
1728211920000,62004.1,62004.2,62001.0,62001.0,27.536,1707266.425,2024-10-06 10:52:00
1728211980000,62001.0,62016.5,62001.0,62016.5,12.704,787741.6815,2024-10-06 10:53:00
1728212040000,62016.5,62018.8,62016.4,62016.6,38.192,2368571.2978,2024-10-06 10:54:00
1728212100000,62016.6,62016.6,62006.5,62006.5,124.987,7750215.7595,2024-10-06 10:55:00
1728212160000,62006.5,62013.8,62006.5,62013.7,28.956,1795670.5609,2024-10-06 10:56:00
1728212220000,62013.7,62013.8,62013.5,62013.6,7.443,461567.6119,2024-10-06 10:57:00
1728212280000,62013.6,62013.6,62004.8,62004.8,7.978,494682.6231,2024-10-06 10:58:00
1728212340000,62004.8,62004.9,62000.0,62000.0,14.229,882209.0214,2024-10-06 10:59:00
1728212400000,62000.0,62000.1,62000.0,62000.0,6.896,427552.3459,2024-10-06 11:00:00
1728212460000,62000.0,62025.3,62000.0,62025.3,7.887,489142.1015,2024-10-06 11:01:00
1728212520000,62025.3,62028.5,62025.3,62028.1,27.578,1710606.3662,2024-10-06 11:02:00
1728212580000,62028.1,62028.1,62027.8,62028.1,33.983,2107900.1996,2024-10-06 11:03:00
1728212640000,62028.1,62028.1,62027.7,62028.0,10.66,661216.5499,2024-10-06 11:04:00
1728212700000,62028.0,62028.0,62011.0,62011.3,28.069,1740799.8528,2024-10-06 11:05:00
1728212760000,62011.3,62011.5,62004.0,62011.5,9.869,611928.7873,2024-10-06 11:06:00
1728212820000,62011.5,62016.6,62011.5,62016.5,7.658,474922.5461,2024-10-06 11:07:00
1728212880000,62016.5,62016.6,62011.5,62011.6,2.561,158817.6234,2024-10-06 11:08:00
1728212940000,62011.6,62011.6,62000.0,62003.2,6.915,428763.811,2024-10-06 11:09:00
1728213000000,62003.2,62014.1,62003.2,62014.1,16.991,1053655.9559,2024-10-06 11:10:00
1728213060000,62014.1,62014.1,61991.0,61991.1,2.991,185467.6151,2024-10-06 11:11:00
1728213120000,61991.1,61991.1,61977.5,61977.5,23.58,1461561.081,2024-10-06 11:12:00
1728213180000,61977.5,61977.8,61977.5,61977.8,58.94,3652965.9737,2024-10-06 11:13:00
1728213240000,61977.8,61978.5,61977.5,61978.2,15.899,985388.9079,2024-10-06 11:14:00
1728213300000,61978.2,61991.2,61978.2,61990.9,11.606,719374.2838,2024-10-06 11:15:00
1728213360000,61990.9,61991.4,61990.9,61991.3,28.028,1737483.6267,2024-10-06 11:16:00
1728213420000,61991.3,61996.4,61991.3,61996.1,24.614,1525923.2787,2024-10-06 11:17:00
1728213480000,61996.1,62000.0,61991.6,62000.0,12.672,785618.6116,2024-10-06 11:18:00
1728213540000,62000.0,62009.5,62000.0,62009.3,8.868,549819.7135,2024-10-06 11:19:00
